WarNum,ccode,WarName,WarType,StateName,Side,StartMonth1,StartDay1,StartYear1,EndMonth1,EndDay1,EndYear1,StartMonth2,StartDay2,StartYear2,EndMonth2,EndDay2,EndYear2,TransFrom,WhereFought,Initiator,Outcome,TransTo,BatDeath,Version,total_battle_deaths,iso3c,lng_country,lat_country,lat,lng
215,346,Bosnian Independence,1,Bosnia,1,4,7,1992,5,13,1992,-8,-8,-8,-8,-8,-8,-8,2,2,4,877,2850,4,5240,BIH,17.76876588,44.17449912,44.026656,17.962806
215,345,Bosnian Independence,1,Yugoslavia,2,4,7,1992,5,13,1992,-8,-8,-8,-8,-8,-8,-8,2,1,4,877,1890,4,5240,NA,NA,NA,44.026656,17.962806
215,344,Bosnian Independence,1,Croatia,1,4,7,1992,5,13,1992,-8,-8,-8,-8,-8,-8,-8,2,2,4,877,500,4,5240,HRV,16.40413079,45.08047284,44.026656,17.962806
216,373,Azeri-Armenian,1,Azerbaijan,2,2,6,1993,5,12,1994,-8,-8,-8,-8,-8,-8,872,2,2,2,-8,8500,4,14000,AZE,47.54599646,40.28827674,39.707792,46.183919
216,371,Azeri-Armenian,1,Armenia,1,2,6,1993,5,12,1994,-8,-8,-8,-8,-8,-8,872,2,1,1,-8,5500,4,14000,ARM,44.9299343,40.28952206,39.707792,46.183919
217,130,Cenepa Valley,1,Ecuador,2,1,9,1995,2,27,1995,-8,-8,-8,-8,-8,-8,-8,1,1,3,-8,550,4,1500,ECU,-78.75203573,-1.42381949,4.545201,-78.450167
217,135,Cenepa Valley,1,Peru,1,1,9,1995,2,27,1995,-8,-8,-8,-8,-8,-8,-8,1,2,3,-8,950,4,1500,PER,-74.38242889,-9.15280281,4.545201,-78.450167
219,530,Badme Border,1,Ethiopia,2,5,6,1998,12,12,2000,-8,-8,-8,-8,-8,-8,-8,4,2,6,-8,70000,4,120000,ETH,39.6008014,8.62278417,14.7256,37.8048
219,531,Badme Border,1,Eritrea,1,5,6,1998,12,12,2000,-8,-8,-8,-8,-8,-8,-8,4,1,6,-8,50000,4,120000,ERI,38.84615444,15.36186881,14.7256,37.8048
221,325,War for Kosovo,1,Italy,1,3,24,1999,6,10,1999,-8,-8,-8,-8,-8,-8,900,2,1,1,-8,0,4,5002,ITA,12.07000946,42.79663568,42.552398,20.872216
221,2,War for Kosovo,1,United States of America,1,3,24,1999,6,10,1999,-8,-8,-8,-8,-8,-8,900,2,1,1,-8,2,4,5002,USA,-112.46167057,45.67955203,42.552398,20.872216
221,200,War for Kosovo,1,United Kingdom,1,3,24,1999,6,10,1999,-8,-8,-8,-8,-8,-8,900,2,1,1,-8,0,4,5002,GBR,-2.86563362,54.12387156,42.552398,20.872216
221,255,War for Kosovo,1,Germany,1,3,24,1999,6,10,1999,-8,-8,-8,-8,-8,-8,900,2,1,1,-8,0,4,5002,DEU,10.38577693,51.10697903,42.552398,20.872216
221,345,War for Kosovo,1,Yugoslavia,2,3,24,1999,6,10,1999,-8,-8,-8,-8,-8,-8,900,2,2,2,-8,5000,4,5002,NA,NA,NA,42.552398,20.872216
221,210,War for Kosovo,1,Netherlands,1,3,24,1999,6,10,1999,-8,-8,-8,-8,-8,-8,900,2,1,1,-8,0,4,5002,NLD,5.2814735,52.10080804,42.552398,20.872216
221,640,War for Kosovo,1,Turkey,1,3,24,1999,6,10,1999,-8,-8,-8,-8,-8,-8,900,2,1,1,-8,0,4,5002,TUR,35.16895529,39.06160342,42.552398,20.872216
221,220,War for Kosovo,1,France,1,3,24,1999,6,10,1999,-8,-8,-8,-8,-8,-8,900,2,1,1,-8,0,4,5002,FRA,2.53618475,46.18700581,42.552398,20.872216
223,750,Kargil War,1,India,1,5,8,1999,7,17,1999,-8,-8,-8,-8,-8,-8,-8,7,2,1,-8,474,4,1172,IND,79.61197355,22.88578035,34.1529,73.9277
223,770,Kargil War,1,Pakistan,2,5,8,1999,7,17,1999,-8,-8,-8,-8,-8,-8,-8,7,1,2,-8,698,4,1172,PAK,69.33958027,29.94975221,34.1529,73.9277
225,2,Invasion of Afghanistan,1,United States of America,1,10,7,2001,12,22,2001,-8,-8,-8,-8,-8,-8,851,7,1,4,481,2,4,4002,USA,-112.46167057,45.67955203,34.473231,68.903733
225,900,Invasion of Afghanistan,1,Australia,1,10,17,2001,12,22,2001,-8,-8,-8,-8,-8,-8,851,7,2,4,481,0,4,4002,AUS,134.49099877,-25.73288736,34.473231,68.903733
225,220,Invasion of Afghanistan,1,France,1,10,21,2001,12,22,2001,-8,-8,-8,-8,-8,-8,851,7,2,4,481,0,4,4002,FRA,2.53618475,46.18700581,34.473231,68.903733
225,700,Invasion of Afghanistan,1,Afghanistan,2,10,7,2001,12,22,2001,-8,-8,-8,-8,-8,-8,851,7,2,4,481,4000,4,4002,AFG,66.00473115,33.83523216,34.473231,68.903733
225,20,Invasion of Afghanistan,1,Canada,1,11,15,2001,12,22,2001,-8,-8,-8,-8,-8,-8,851,7,2,4,481,0,4,4002,CAN,-98.307757230000007,61.36206827,34.473231,68.903733
225,200,Invasion of Afghanistan,1,United Kingdom,1,10,7,2001,12,22,2001,-8,-8,-8,-8,-8,-8,851,7,1,4,481,0,4,4002,GBR,-2.86563362,54.12387156,34.473231,68.903733
227,2,Invasion of Iraq,1,United States of America,1,3,19,2003,5,2,2003,-8,-8,-8,-8,-8,-8,-8,6,1,4,482,140,4,7173,USA,-112.46167057,45.67955203,36.3566,43.164
227,645,Invasion of Iraq,1,Iraq,2,3,19,2003,5,2,2003,-8,-8,-8,-8,-8,-8,-8,6,2,4,482,7000,4,7173,IRQ,43.74353204,33.03970511,36.3566,43.164
227,900,Invasion of Iraq,1,Australia,1,3,19,2003,5,2,2003,-8,-8,-8,-8,-8,-8,-8,6,1,4,482,0,4,7173,AUS,134.49099877,-25.73288736,36.3566,43.164
227,200,Invasion of Iraq,1,United Kingdom,1,3,19,2003,5,2,2003,-8,-8,-8,-8,-8,-8,-8,6,1,4,482,33,4,7173,GBR,-2.86563362,54.12387156,36.3566,43.164
99999,NA,Armenia v Azerbaijan,NA,NA,NA,NA,NA,2020,NA,NA,2020,NA,NA,2020,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,7000,NA,NA,NA,39.869473,46.255298
999999,NA,2022 Russo-Ukraine war,NA,NA,NA,NA,NA,2022,NA,NA,2022,NA,NA,2022,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,NA,36.305,50.251
